OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;lamposumma_v;rainfall_v;;
2;3574450;7074350;Valtimo;2060;19950217;1995;2;17;3575000;7075000;0.8;1.7;0;7;1452;6.2;0;90;;
2;3574450;7074350;Valtimo;2060;19950218;1995;2;18;3575000;7075000;0.3;1;0;1;1449;6;0;91;;
2;3574450;7074350;Valtimo;2060;19950219;1995;2;19;3575000;7075000;-0.6;0.3;-1.1;1;1527;5.65;0;92;;
2;3574450;7074350;Valtimo;2060;19950220;1995;2;20;3575000;7075000;-0.9;0.2;-2;0;1586;5.52;0;92;;
2;3574450;7074350;Valtimo;2060;19950221;1995;2;21;3575000;7075000;0.1;0.7;-0.3;5;1633;5.99;0;97;;
2;3574450;7074350;Valtimo;2060;19950222;1995;2;22;3575000;7075000;-1.1;0;-1.6;1;1721;5.34;0;98;;
2;3574450;7074350;Valtimo;2060;19950223;1995;2;23;3575000;7075000;-2.4;-1.1;-3.8;1;1834;5.06;0;99;;
2;3574450;7074350;Valtimo;2060;19950224;1995;2;24;3575000;7075000;-1;0.4;-3.1;1;1856;5.54;0;100;;
2;3574450;7074350;Valtimo;2060;19950225;1995;2;25;3575000;7075000;-0.3;0.8;-1;4;2622;5.4;0;104;;
2;3574450;7074350;Valtimo;2060;19950226;1995;2;26;3575000;7075000;-3.7;-0.9;-4;0;1910;4.46;0;104;;
2;3574450;7074350;Valtimo;2060;19950227;1995;2;27;3575000;7075000;-4.3;-2;-5.7;0;3306;3.9;0;104;;
2;3574450;7074350;Valtimo;2060;19950228;1995;2;28;3575000;7075000;-3.8;-2;-8.3;1;2285;4.34;0;105;;
2;3574450;7074350;Valtimo;2060;19950301;1995;3;1;3575000;7075000;-0.9;0.5;-2.8;7;4422;5.29;0;112;;
2;3574450;7074350;Valtimo;2060;19950302;1995;3;2;3575000;7075000;-0.9;0.7;-2.4;0;3490;5.11;0;112;;
2;3574450;7074350;Valtimo;2060;19950303;1995;3;3;3575000;7075000;-1.6;-0.4;-3.2;0;2231;4.98;0;112;;
2;3574450;7074350;Valtimo;2060;19950304;1995;3;4;3575000;7075000;-1.5;-0.3;-3.3;0;2500;5.17;0;112;;
2;3574450;7074350;Valtimo;2060;19950305;1995;3;5;3575000;7075000;-0.7;0.3;-2;0;2488;5.39;0;112;;
2;3574450;7074350;Valtimo;2060;19950306;1995;3;6;3575000;7075000;-2.9;0.5;-7.3;0;3518;4.4;0;112;;
2;3574450;7074350;Valtimo;2060;19950307;1995;3;7;3575000;7075000;-3.1;0.8;-10.3;0;2760;4.86;0;112;;
2;3574450;7074350;Valtimo;2060;19950308;1995;3;8;3575000;7075000;-0.8;3.6;-4.7;0;4879;5.22;0;112;;
2;3574450;7074350;Valtimo;2060;19950309;1995;3;9;3575000;7075000;-3;-0.1;-8.6;5;3372;4.37;0;117;;
2;3574450;7074350;Valtimo;2060;19950310;1995;3;10;3575000;7075000;-1.8;-0.4;-2.7;3;2659;4.87;0;120;;
2;3574450;7074350;Valtimo;2060;19950311;1995;3;11;3575000;7075000;-0.9;0.3;-2.2;1;2481;5.51;0;121;;
2;3574450;7074350;Valtimo;2060;19950312;1995;3;12;3575000;7075000;-0.2;0.4;-0.5;0;2529;5.57;0;121;;
2;3574450;7074350;Valtimo;2060;19950313;1995;3;13;3575000;7075000;0.2;0.7;-0.8;0;2637;5.09;0;121;;
2;3574450;7074350;Valtimo;2060;19950314;1995;3;14;3575000;7075000;-2.7;0.6;-5.4;0;6889;2.88;0;121;;
2;3574450;7074350;Valtimo;2060;19950315;1995;3;15;3575000;7075000;-4.5;-1.5;-8.2;0;4859;2.66;0;121;;
2;3574450;7074350;Valtimo;2060;19950316;1995;3;16;3575000;7075000;-3.4;-1.6;-5.7;0;6798;3.01;0;121;;
2;3574450;7074350;Valtimo;2060;19950317;1995;3;17;3575000;7075000;-3.4;-2.1;-5.2;0;3190;4.08;0;121;;
2;3574450;7074350;Valtimo;2060;19950318;1995;3;18;3575000;7075000;-2.2;-1.2;-3.3;8;3602;4.25;0;129;;
2;3574450;7074350;Valtimo;2060;19950319;1995;3;19;3575000;7075000;-2.1;-0.8;-3.4;5;3359;5.04;0;134;;
2;3574450;7074350;Valtimo;2060;19950320;1995;3;20;3575000;7075000;-0.1;1.3;-1.1;9;4255;5.67;0;143;;
2;3574450;7074350;Valtimo;2060;19950321;1995;3;21;3575000;7075000;-1.1;0.8;-2.4;0;3621;5.1;0;143;;
2;3574450;7074350;Valtimo;2060;19950322;1995;3;22;3575000;7075000;-4.5;-0.2;-8.1;0;9482;3.13;0;143;;
2;3574450;7074350;Valtimo;2060;19950323;1995;3;23;3575000;7075000;-3.5;3.1;-13.2;8;3174;5.08;0;151;;
2;3574450;7074350;Valtimo;2060;19950324;1995;3;24;3575000;7075000;1.1;3.3;-0.3;8;8578;5.67;0;159;;
2;3574450;7074350;Valtimo;2060;19950325;1995;3;25;3575000;7075000;0.5;1.5;-0.5;0;3601;5.95;0;159;;
2;3574450;7074350;Valtimo;2060;19950326;1995;3;26;3575000;7075000;-1.4;1.8;-3.4;0;9494;4.21;0;159;;
2;3574450;7074350;Valtimo;2060;19950327;1995;3;27;3575000;7075000;-4.7;1.4;-11.8;0;7379;3.31;0;159;;
2;3574450;7074350;Valtimo;2060;19950328;1995;3;28;3575000;7075000;-1.5;0;-2.6;0;4907;3.2;0;159;;
2;3574450;7074350;Valtimo;2060;19950329;1995;3;29;3575000;7075000;-4.5;-0.4;-9.3;0;10191;2.73;0;159;;
2;3574450;7074350;Valtimo;2060;19950330;1995;3;30;3575000;7075000;-5.4;-0.5;-9.6;0;13405;2.31;0;159;;
2;3574450;7074350;Valtimo;2060;19950331;1995;3;31;3575000;7075000;-6.6;1.7;-16.2;0;13855;2.09;0;159;;
2;3574450;7074350;Valtimo;2060;19950401;1995;4;1;3575000;7075000;-2.4;1.5;-7;0;8806;3.38;0;159;;
2;3574450;7074350;Valtimo;2060;19950402;1995;4;2;3575000;7075000;-2.8;-0.4;-4.2;2;5472;4.41;0;161;;
2;3574450;7074350;Valtimo;2060;19950403;1995;4;3;3575000;7075000;-5.1;-0.8;-10.1;1;7530;3.83;0;162;;
2;3574450;7074350;Valtimo;2060;19950404;1995;4;4;3575000;7075000;-4.2;1.9;-11.9;0;9105;3.78;0;162;;
2;3574450;7074350;Valtimo;2060;19950405;1995;4;5;3575000;7075000;-2.3;3;-7.7;0;11433;4;0;162;;
2;3574450;7074350;Valtimo;2060;19950406;1995;4;6;3575000;7075000;-1.8;3.4;-7.5;0;8242;3.56;0;162;;
2;3574450;7074350;Valtimo;2060;19950407;1995;4;7;3575000;7075000;-3.4;3.1;-10.4;0;10257;3.58;0;162;;
2;3574450;7074350;Valtimo;2060;19950408;1995;4;8;3575000;7075000;-3.3;3.3;-10.3;6;9614;3.3;0;168;;
2;3574450;7074350;Valtimo;2060;19950409;1995;4;9;3575000;7075000;-2;0.9;-5.8;1;8736;4.31;0;169;;
2;3574450;7074350;Valtimo;2060;19950410;1995;4;10;3575000;7075000;-0.2;0.8;-1;0;4017;5.66;0;169;;
2;3574450;7074350;Valtimo;2060;19950411;1995;4;11;3575000;7075000;0.4;3.8;-1.8;0;6842;5;0;169;;
2;3574450;7074350;Valtimo;2060;19950412;1995;4;12;3575000;7075000;-0.2;4.8;-6.9;0;11838;4.24;0;169;;
2;3574450;7074350;Valtimo;2060;19950413;1995;4;13;3575000;7075000;0.8;7.4;-7.9;0;14805;3.98;0;169;;
2;3574450;7074350;Valtimo;2060;19950414;1995;4;14;3575000;7075000;2.5;4.7;0.8;0;6793;5.41;0;169;;
2;3574450;7074350;Valtimo;2060;19950415;1995;4;15;3575000;7075000;2.1;5;0.1;0;4554;6.46;0;169;;
2;3574450;7074350;Valtimo;2060;19950416;1995;4;16;3575000;7075000;6.1;11.2;0.4;1;13448;5.31;1.1;170;;
2;3574450;7074350;Valtimo;2060;19950417;1995;4;17;3575000;7075000;3.4;6.4;2.5;0;6388;7.04;1.1;170;;
2;3574450;7074350;Valtimo;2060;19950418;1995;4;18;3575000;7075000;2.3;3.9;1.3;0;7059;6.34;1.1;170;;
2;3574450;7074350;Valtimo;2060;19950419;1995;4;19;3575000;7075000;1.5;5.9;-2.5;0;6206;6.27;1.1;170;;
2;3574450;7074350;Valtimo;2060;19950420;1995;4;20;3575000;7075000;4.9;9.5;0.2;0;17767;4.83;1.1;170;;
2;3574450;7074350;Valtimo;2060;19950421;1995;4;21;3575000;7075000;6.2;9.3;3.5;0;15214;6.15;2.3;170;;
2;3574450;7074350;Valtimo;2060;19950422;1995;4;22;3575000;7075000;5.1;9.8;0.2;0;18513;5.19;2.4;170;;
2;3574450;7074350;Valtimo;2060;19950423;1995;4;23;3575000;7075000;4.2;9.4;-1.2;4;13734;6;2.4;174;;
2;3574450;7074350;Valtimo;2060;19950424;1995;4;24;3575000;7075000;3.8;7.5;1.1;0;11008;5.98;2.4;174;;
2;3574450;7074350;Valtimo;2060;19950425;1995;4;25;3575000;7075000;0.9;4.1;-3.5;0;18590;3.31;2.4;174;;
2;3574450;7074350;Valtimo;2060;19950426;1995;4;26;3575000;7075000;-0.6;1.3;-3.4;0;10503;3.42;2.4;174;;
2;3574450;7074350;Valtimo;2060;19950427;1995;4;27;3575000;7075000;-1.4;1.6;-5.6;0;15706;3.4;2.4;174;;
2;3574450;7074350;Valtimo;2060;19950428;1995;4;28;3575000;7075000;0.1;4;-3.5;0;17208;3.49;2.4;174;;
2;3574450;7074350;Valtimo;2060;19950429;1995;4;29;3575000;7075000;-1.1;1.7;-3;4;10608;4.24;2.4;178;;
2;3574450;7074350;Valtimo;2060;19950430;1995;4;30;3575000;7075000;-1;2;-2.9;0;11747;3.72;2.4;178;;
2;3574450;7074350;Valtimo;2060;19950501;1995;5;1;3575000;7075000;-1.3;3.1;-6.2;0;16274;2.96;2.4;178;;
2;3574450;7074350;Valtimo;2060;19950502;1995;5;2;3575000;7075000;-0.8;4.5;-6.8;0;18265;3.95;2.4;178;;
2;3574450;7074350;Valtimo;2060;19950503;1995;5;3;3575000;7075000;1.9;5;-0.5;0;7545;6.16;2.4;178;;
2;3574450;7074350;Valtimo;2060;19950504;1995;5;4;3575000;7075000;2.3;5.7;-0.3;0;5440;6.23;2.4;178;;
2;3574450;7074350;Valtimo;2060;19950505;1995;5;5;3575000;7075000;3;7.1;1.3;0;14864;6.47;2.4;178;;
2;3574450;7074350;Valtimo;2060;19950506;1995;5;6;3575000;7075000;2.5;5.8;-0.9;7;7309;7.62;2.4;185;;
2;3574450;7074350;Valtimo;2060;19950507;1995;5;7;3575000;7075000;2.4;4.3;1.6;0;7348;6.48;2.4;185;;
2;3574450;7074350;Valtimo;2060;19950508;1995;5;8;3575000;7075000;1.9;5.6;-1.4;0;14511;3.97;2.4;185;;
2;3574450;7074350;Valtimo;2060;19950509;1995;5;9;3575000;7075000;0.7;5;-4.4;0;15389;3.45;2.4;185;;
2;3574450;7074350;Valtimo;2060;19950510;1995;5;10;3575000;7075000;-0.2;3.8;-5.1;0;15187;3.66;2.4;185;;
2;3574450;7074350;Valtimo;2060;19950511;1995;5;11;3575000;7075000;-0.6;3.4;-3.8;0;16047;3.68;2.4;185;;
2;3574450;7074350;Valtimo;2060;19950512;1995;5;12;3575000;7075000;-0.6;3.1;-3.6;0;15950;3.75;2.4;185;;
2;3574450;7074350;Valtimo;2060;19950513;1995;5;13;3575000;7075000;0.7;5.1;-5.2;0;19615;3.61;2.4;185;;
2;3574450;7074350;Valtimo;2060;19950514;1995;5;14;3575000;7075000;-0.3;3.3;-3.9;18;13415;4.46;2.4;203;;
2;3574450;7074350;Valtimo;2060;19950515;1995;5;15;3575000;7075000;0.5;3.6;-2.2;0;7790;6.22;2.4;203;;
2;3574450;7074350;Valtimo;2060;19950516;1995;5;16;3575000;7075000;3.9;9.2;-1.1;0;16732;5.64;2.4;203;;
2;3574450;7074350;Valtimo;2060;19950517;1995;5;17;3575000;7075000;4.9;9.3;1.2;0;16983;5.82;2.4;203;;
2;3574450;7074350;Valtimo;2060;19950518;1995;5;18;3575000;7075000;9.2;16.3;0.5;0;15419;7.63;6.6;203;;
2;3574450;7074350;Valtimo;2060;19950519;1995;5;19;3575000;7075000;14.8;19.3;10.5;0;18990;9.89;16.4;203;;
2;3574450;7074350;Valtimo;2060;19950520;1995;5;20;3575000;7075000;12.3;19.7;7.1;0;13860;9.87;23.7;203;;
2;3574450;7074350;Valtimo;2060;19950521;1995;5;21;3575000;7075000;12.8;19.9;6.6;0;14721;11.06;31.5;203;;
2;3574450;7074350;Valtimo;2060;19950522;1995;5;22;3575000;7075000;14.4;21.6;7.1;4;16485;12.12;40.9;207;;
2;3574450;7074350;Valtimo;2060;19950523;1995;5;23;3575000;7075000;12.6;18.6;9.8;7;10198;12.15;48.5;214;;
2;3574450;7074350;Valtimo;2060;19950524;1995;5;24;3575000;7075000;8.7;15.5;4.1;2;21484;8.49;52.2;216;;
2;3574450;7074350;Valtimo;2060;19950525;1995;5;25;3575000;7075000;10.3;16.5;4.5;0;26101;7.7;57.5;216;;
2;3574450;7074350;Valtimo;2060;19950526;1995;5;26;3575000;7075000;14.5;19.7;9;0;21027;10.22;67;216;;
2;3574450;7074350;Valtimo;2060;19950527;1995;5;27;3575000;7075000;15.4;22.5;11.2;0;16590;15.08;77.4;216;;
2;3574450;7074350;Valtimo;2060;19950528;1995;5;28;3575000;7075000;17.3;22.8;11.7;0;23292;11.1;89.7;216;;
2;3574450;7074350;Valtimo;2060;19950529;1995;5;29;3575000;7075000;19.2;25.7;9.7;0;21564;12.89;103.9;216;;
2;3574450;7074350;Valtimo;2060;19950530;1995;5;30;3575000;7075000;20.9;26.1;14.5;0;21848;13.99;119.8;216;;
2;3574450;7074350;Valtimo;2060;19950531;1995;5;31;3575000;7075000;14.6;23;9.3;0;16261;11.65;129.4;216;;
2;3574450;7074350;Valtimo;2060;19950601;1995;6;1;3575000;7075000;12.3;19.3;5.8;0;15030;11.18;136.7;216;;
2;3574450;7074350;Valtimo;2060;19950602;1995;6;2;3575000;7075000;17.2;24.2;10.5;2;21041;15.2;148.9;218;;
2;3574450;7074350;Valtimo;2060;19950603;1995;6;3;3575000;7075000;13.9;20.2;11.9;0;17022;13.15;157.8;218;;
2;3574450;7074350;Valtimo;2060;19950604;1995;6;4;3575000;7075000;14;19.3;9.7;0;19565;13.23;166.8;218;;
2;3574450;7074350;Valtimo;2060;19950605;1995;6;5;3575000;7075000;14.7;18.4;11.8;0;22393;8.95;176.5;218;;
2;3574450;7074350;Valtimo;2060;19950606;1995;6;6;3575000;7075000;14.3;20.3;6.3;0;27486;8.17;185.8;218;;
2;3574450;7074350;Valtimo;2060;19950607;1995;6;7;3575000;7075000;17.4;23.4;8.4;0;19585;10.3;198.2;218;;
2;3574450;7074350;Valtimo;2060;19950608;1995;6;8;3575000;7075000;17.5;21.8;14.4;2;22500;13.57;210.7;220;;
2;3574450;7074350;Valtimo;2060;19950609;1995;6;9;3575000;7075000;18.9;23.3;13.5;0;24447;12.66;224.6;220;;
2;3574450;7074350;Valtimo;2060;19950610;1995;6;10;3575000;7075000;15.6;20.5;11.2;0;22197;10.22;235.2;220;;
2;3574450;7074350;Valtimo;2060;19950611;1995;6;11;3575000;7075000;14.6;18.6;12;9;17632;11.99;244.8;229;;
2;3574450;7074350;Valtimo;2060;19950612;1995;6;12;3575000;7075000;11.9;15.4;10.9;0;21072;11.37;251.7;229;;
2;3574450;7074350;Valtimo;2060;19950613;1995;6;13;3575000;7075000;13.5;16.2;10.7;0;20060;12.97;260.2;229;;
2;3574450;7074350;Valtimo;2060;19950614;1995;6;14;3575000;7075000;18.5;23.6;12.2;0;24243;14.09;273.7;229;;
2;3574450;7074350;Valtimo;2060;19950615;1995;6;15;3575000;7075000;21.9;27.3;17;0;25301;16.33;290.6;229;;
2;3574450;7074350;Valtimo;2060;19950616;1995;6;16;3575000;7075000;20.2;25.3;16;1;15040;18.13;305.8;230;;
2;3574450;7074350;Valtimo;2060;19950617;1995;6;17;3575000;7075000;19.7;23.9;15.6;2;23051;12.72;320.5;232;;
2;3574450;7074350;Valtimo;2060;19950618;1995;6;18;3575000;7075000;15;20.6;13;9;13517;13.48;330.5;241;;
2;3574450;7074350;Valtimo;2060;19950619;1995;6;19;3575000;7075000;14.4;18.7;10.2;9;17292;12.77;339.9;250;;
2;3574450;7074350;Valtimo;2060;19950620;1995;6;20;3575000;7075000;12.9;15.5;11.4;10;17219;11.62;347.8;260;;
2;3574450;7074350;Valtimo;2060;19950621;1995;6;21;3575000;7075000;14.7;20;7.8;0;25707;9.07;357.5;260;;
2;3574450;7074350;Valtimo;2060;19950622;1995;6;22;3575000;7075000;16.4;20.7;10;0;25831;10.96;368.9;260;;
2;3574450;7074350;Valtimo;2060;19950623;1995;6;23;3575000;7075000;17.3;20.1;14.6;0;17892;12.18;381.2;260;;
2;3574450;7074350;Valtimo;2060;19950624;1995;6;24;3575000;7075000;21;25.4;15.4;0;22751;12.88;397.2;260;;
2;3574450;7074350;Valtimo;2060;19950625;1995;6;25;3575000;7075000;18.6;23.6;14.8;0;28019;8.82;410.8;260;;
2;3574450;7074350;Valtimo;2060;19950626;1995;6;26;3575000;7075000;15.7;19.9;12.3;0;21093;8.12;421.5;260;;
2;3574450;7074350;Valtimo;2060;19950627;1995;6;27;3575000;7075000;12.4;16.1;7.8;0;24587;7.16;428.9;260;;
2;3574450;7074350;Valtimo;2060;19950628;1995;6;28;3575000;7075000;12.3;16.9;6.6;1;24231;8.18;436.2;261;;
2;3574450;7074350;Valtimo;2060;19950629;1995;6;29;3575000;7075000;10.6;13.9;8.6;0;16864;8.81;441.8;261;;
2;3574450;7074350;Valtimo;2060;19950630;1995;6;30;3575000;7075000;9.4;12.9;7.1;2;14098;9.04;446.2;263;;
2;3574450;7074350;Valtimo;2060;19950701;1995;7;1;3575000;7075000;10.3;13.7;7.7;2;12729;9.99;451.5;265;;
2;3574450;7074350;Valtimo;2060;19950702;1995;7;2;3575000;7075000;9.6;12;7.1;0;12856;8.43;456.1;265;;
2;3574450;7074350;Valtimo;2060;19950703;1995;7;3;3575000;7075000;12.2;17.3;4.9;0;24604;8.12;463.3;265;;
2;3574450;7074350;Valtimo;2060;19950704;1995;7;4;3575000;7075000;12.1;16.4;8.9;14;15862;11.86;470.4;279;;
2;3574450;7074350;Valtimo;2060;19950705;1995;7;5;3575000;7075000;11.6;14.4;9.3;8;13696;11.79;477;287;;
2;3574450;7074350;Valtimo;2060;19950706;1995;7;6;3575000;7075000;11.7;16.1;8.2;0;18064;10.4;483.7;287;;
2;3574450;7074350;Valtimo;2060;19950707;1995;7;7;3575000;7075000;13.7;16.6;11;0;13239;12.54;492.4;287;;
2;3574450;7074350;Valtimo;2060;19950708;1995;7;8;3575000;7075000;16.6;20.8;13.7;2;17138;12.26;504;289;;
2;3574450;7074350;Valtimo;2060;19950709;1995;7;9;3575000;7075000;11.6;17.3;9.6;0;20036;8.81;510.6;289;;
2;3574450;7074350;Valtimo;2060;19950710;1995;7;10;3575000;7075000;11.5;15.7;6.6;0;24049;7.06;517.1;289;;
2;3574450;7074350;Valtimo;2060;19950711;1995;7;11;3575000;7075000;10;16.6;5;0;19647;8.62;522.1;289;;
2;3574450;7074350;Valtimo;2060;19950712;1995;7;12;3575000;7075000;10.5;14.6;5.4;0;18778;7.39;527.6;289;;
2;3574450;7074350;Valtimo;2060;19950713;1995;7;13;3575000;7075000;11.8;16.7;4.6;0;21347;7.52;534.4;289;;
2;3574450;7074350;Valtimo;2060;19950714;1995;7;14;3575000;7075000;9.4;13.1;7.3;0;14835;8.86;538.8;289;;
2;3574450;7074350;Valtimo;2060;19950715;1995;7;15;3575000;7075000;11.8;17.1;5.6;0;17819;9.2;545.6;289;;
2;3574450;7074350;Valtimo;2060;19950716;1995;7;16;3575000;7075000;14.6;20.6;6.8;0;26343;9.31;555.2;289;;
2;3574450;7074350;Valtimo;2060;19950717;1995;7;17;3575000;7075000;17.2;22.3;10.9;10;28728;10.01;567.4;299;;
2;3574450;7074350;Valtimo;2060;19950718;1995;7;18;3575000;7075000;16;20.5;11.3;0;16867;12.84;578.4;299;;
2;3574450;7074350;Valtimo;2060;19950719;1995;7;19;3575000;7075000;15.4;19.2;12.9;1;11181;14.64;588.8;300;;
2;3574450;7074350;Valtimo;2060;19950720;1995;7;20;3575000;7075000;14.1;18.5;12.3;0;12698;13.18;597.9;300;;
2;3574450;7074350;Valtimo;2060;19950721;1995;7;21;3575000;7075000;13.3;17.2;10.4;0;20831;11.77;606.2;300;;
2;3574450;7074350;Valtimo;2060;19950722;1995;7;22;3575000;7075000;14.3;18.5;12;7;13343;13.02;615.5;307;;
2;3574450;7074350;Valtimo;2060;19950723;1995;7;23;3575000;7075000;13.3;17.6;7.4;0;20874;9.81;623.8;307;;
2;3574450;7074350;Valtimo;2060;19950724;1995;7;24;3575000;7075000;13.8;17.3;9.9;2;19384;9.56;632.6;309;;
2;3574450;7074350;Valtimo;2060;19950725;1995;7;25;3575000;7075000;14;16.5;13.1;0;11348;12.55;641.6;309;;
2;3574450;7074350;Valtimo;2060;19950726;1995;7;26;3575000;7075000;13.1;18;6.8;0;22635;9;649.7;309;;
2;3574450;7074350;Valtimo;2060;19950727;1995;7;27;3575000;7075000;13.6;19;6.5;0;19597;11.03;658.3;309;;
2;3574450;7074350;Valtimo;2060;19950728;1995;7;28;3575000;7075000;18;24.9;9.7;0;24983;12.62;671.3;309;;
2;3574450;7074350;Valtimo;2060;19950729;1995;7;29;3575000;7075000;19.4;25;14.8;0;21838;13.67;685.7;309;;
2;3574450;7074350;Valtimo;2060;19950730;1995;7;30;3575000;7075000;18.2;23.6;11.4;0;22517;12.79;698.9;309;;
2;3574450;7074350;Valtimo;2060;19950731;1995;7;31;3575000;7075000;18.7;24;12.7;0;23608;11.92;712.6;309;;
2;3574450;7074350;Valtimo;2060;19950801;1995;8;1;3575000;7075000;19.9;26.6;11.6;0;23955;13.07;727.5;309;;
2;3574450;7074350;Valtimo;2060;19950802;1995;8;2;3575000;7075000;21.6;27.2;14.7;0;21940;13.02;744.1;309;;
2;3574450;7074350;Valtimo;2060;19950803;1995;8;3;3575000;7075000;18.7;23.9;13.6;0;19221;15.3;757.8;309;;
2;3574450;7074350;Valtimo;2060;19950804;1995;8;4;3575000;7075000;14.1;17.9;12.4;2;13196;11.74;766.9;311;;
2;3574450;7074350;Valtimo;2060;19950805;1995;8;5;3575000;7075000;12.1;16.8;6.2;0;16671;8.85;774;311;;
2;3574450;7074350;Valtimo;2060;19950806;1995;8;6;3575000;7075000;13.7;19.2;9.3;15;16403;12.34;782.7;326;;
2;3574450;7074350;Valtimo;2060;19950807;1995;8;7;3575000;7075000;13.1;16.8;11.7;6;14665;11.46;790.8;332;;
2;3574450;7074350;Valtimo;2060;19950808;1995;8;8;3575000;7075000;10.9;14.3;9.3;0;11424;9.48;796.7;332;;
2;3574450;7074350;Valtimo;2060;19950809;1995;8;9;3575000;7075000;11.2;14;6.9;0;11001;9.6;802.9;332;;
2;3574450;7074350;Valtimo;2060;19950810;1995;8;10;3575000;7075000;11.1;14.7;9.4;0;13126;8.95;809;332;;
2;3574450;7074350;Valtimo;2060;19950811;1995;8;11;3575000;7075000;9.5;14.7;5.1;0;14911;7.85;813.5;332;;
2;3574450;7074350;Valtimo;2060;19950812;1995;8;12;3575000;7075000;11.5;17.1;5.8;0;16149;7.56;820;332;;
2;3574450;7074350;Valtimo;2060;19950813;1995;8;13;3575000;7075000;12.3;16.4;8.6;0;12557;9.76;827.3;332;;
2;3574450;7074350;Valtimo;2060;19950814;1995;8;14;3575000;7075000;14.1;19.7;7.7;0;19306;10.16;836.4;332;;
2;3574450;7074350;Valtimo;2060;19950815;1995;8;15;3575000;7075000;14.3;21.3;7.4;0;18331;9.85;845.7;332;;
2;3574450;7074350;Valtimo;2060;19950816;1995;8;16;3575000;7075000;15;20.4;8.3;0;12658;11.33;855.7;332;;
2;3574450;7074350;Valtimo;2060;19950817;1995;8;17;3575000;7075000;17.6;21.3;14.2;0;16278;13.79;868.3;332;;
2;3574450;7074350;Valtimo;2060;19950818;1995;8;18;3575000;7075000;18.5;22.4;14.9;0;15009;12.86;881.8;332;;
2;3574450;7074350;Valtimo;2060;19950819;1995;8;19;3575000;7075000;13.1;19.4;10.9;0;17632;9.13;889.9;332;;
2;3574450;7074350;Valtimo;2060;19950820;1995;8;20;3575000;7075000;10.3;14.7;5.5;0;14669;7.56;895.2;332;;
2;3574450;7074350;Valtimo;2060;19950821;1995;8;21;3575000;7075000;10.2;14.8;4.9;0;15369;7.57;900.4;332;;
2;3574450;7074350;Valtimo;2060;19950822;1995;8;22;3575000;7075000;11.1;18.2;4.4;0;8514;10.48;906.5;332;;
2;3574450;7074350;Valtimo;2060;19950823;1995;8;23;3575000;7075000;14.1;19;9.7;0;11341;10.66;915.6;332;;
2;3574450;7074350;Valtimo;2060;19950824;1995;8;24;3575000;7075000;11.1;14.5;6.2;16;10982;12.23;921.7;348;;
2;3574450;7074350;Valtimo;2060;19950825;1995;8;25;3575000;7075000;13.6;17.6;11.8;0;8760;11.51;930.3;348;;
2;3574450;7074350;Valtimo;2060;19950826;1995;8;26;3575000;7075000;13.6;16.9;7.9;1;6641;13.53;938.9;349;;
2;3574450;7074350;Valtimo;2060;19950827;1995;8;27;3575000;7075000;12.1;16;10;0;10261;10.76;946;349;;
2;3574450;7074350;Valtimo;2060;19950828;1995;8;28;3575000;7075000;10.3;14.5;7.7;0;11342;9.76;951.3;349;;
2;3574450;7074350;Valtimo;2060;19950829;1995;8;29;3575000;7075000;8.4;13.6;4.2;9;10158;9.32;954.7;358;;
2;3574450;7074350;Valtimo;2060;19950830;1995;8;30;3575000;7075000;8.9;11.1;6.8;38;7436;10.81;958.6;396;;
2;3574450;7074350;Valtimo;2060;19950831;1995;8;31;3575000;7075000;11.4;15.7;9.3;0;12780;10.22;965;396;;
2;3574450;7074350;Valtimo;2060;19950901;1995;9;1;3575000;7075000;12.8;17.5;6.5;0;12672;10.89;972.8;396;;
2;3574450;7074350;Valtimo;2060;19950902;1995;9;2;3575000;7075000;15.9;19.5;13.3;0;7312;13.92;983.7;396;;
2;3574450;7074350;Valtimo;2060;19950903;1995;9;3;3575000;7075000;17;21.7;12.1;0;10648;13.71;995.7;396;;
2;3574450;7074350;Valtimo;2060;19950904;1995;9;4;3575000;7075000;14.4;17.2;13.3;0;12252;13.99;1005.1;396;;
2;3574450;7074350;Valtimo;2060;19950905;1995;9;5;3575000;7075000;12.8;19.4;7.2;0;11714;11.8;1012.9;396;;
2;3574450;7074350;Valtimo;2060;19950906;1995;9;6;3575000;7075000;12.5;16.6;6.9;0;11673;13.09;1020.4;396;;
2;3574450;7074350;Valtimo;2060;19950907;1995;9;7;3575000;7075000;13.7;16;12.4;19;4943;13.9;1029.1;415;;
2;3574450;7074350;Valtimo;2060;19950908;1995;9;8;3575000;7075000;7.5;11.9;6.2;0;7662;9.35;1031.6;415;;
2;3574450;7074350;Valtimo;2060;19950909;1995;9;9;3575000;7075000;7.6;10;5.8;0;5035;8.45;1034.2;415;;
2;3574450;7074350;Valtimo;2060;19950910;1995;9;10;3575000;7075000;7.4;8.5;6.1;1;6132;8.97;1036.6;416;;
2;3574450;7074350;Valtimo;2060;19950911;1995;9;11;3575000;7075000;6.9;9;6;0;5936;9.26;1038.5;416;;
2;3574450;7074350;Valtimo;2060;19950912;1995;9;12;3575000;7075000;6.1;7.7;5.1;3;5229;8.18;1039.6;419;;
